metadata_vote_id,vote_type,voting_id,aktør_id,metadata_opdateringsdato
1705941,1,7154,50,2019-06-21T13:25:02.82
1705942,1,7154,49,2019-06-21T13:25:02.82
1705943,1,7154,220,2019-06-21T13:25:02.82
1705944,1,7154,183,2019-06-21T13:25:02.82
1705945,1,7154,77,2019-06-21T13:25:02.82
1705946,1,7154,184,2019-06-21T13:25:02.82
1705947,1,7154,121,2019-06-21T13:25:02.82
1705948,1,7154,43,2019-06-21T13:25:02.82
1705949,1,7154,93,2019-06-21T13:25:02.82
1705950,1,7154,120,2019-06-21T13:25:02.82
1705951,1,7154,138,2019-06-21T13:25:02.82
1705952,1,7154,197,2019-06-21T13:25:02.82
1705953,1,7154,265,2019-06-21T13:25:02.82
1705954,1,7154,246,2019-06-21T13:25:02.82
1705955,1,7154,244,2019-06-21T13:25:02.82
1705956,1,7154,199,2019-06-21T13:25:02.82
1705957,1,7154,271,2019-06-21T13:25:02.82
1705958,1,7154,260,2019-06-21T13:25:02.82
1705959,1,7154,178,2019-06-21T13:25:02.82
1705960,1,7154,154,2019-06-21T13:25:02.82
1705961,1,7154,180,2019-06-21T13:25:02.82
1705962,1,7154,247,2019-06-21T13:25:02.82
1705963,1,7154,668,2019-06-21T13:25:02.82
1705964,1,7154,252,2019-06-21T13:25:02.82
1705965,1,7154,38,2019-06-21T13:25:02.82
1705966,1,7154,352,2019-06-21T13:25:02.82
1705967,1,7154,24,2019-06-21T13:25:02.82
1705968,1,7154,257,2019-06-21T13:25:02.82
1705969,1,7154,217,2019-06-21T13:25:02.82
1705970,1,7154,130,2019-06-21T13:25:02.82
1705971,1,7154,224,2019-06-21T13:25:02.82
1705972,1,7154,80,2019-06-21T13:25:02.82
1705973,1,7154,97,2019-06-21T13:25:02.82
1705974,1,7154,264,2019-06-21T13:25:02.82
1705975,1,7154,82,2019-06-21T13:25:02.82
1705976,1,7154,187,2019-06-21T13:25:02.82
1705977,1,7154,48,2019-06-21T13:25:02.82
1705978,1,7154,296,2019-06-21T13:25:02.82
1705979,1,7154,116,2019-06-21T13:25:02.82
1705980,1,7154,206,2019-06-21T13:25:02.82
1705981,1,7154,182,2019-06-21T13:25:02.82
1705982,1,7154,72,2019-06-21T13:25:02.823
1705983,1,7154,164,2019-06-21T13:25:02.823
1705984,1,7154,118,2019-06-21T13:25:02.823
1705985,1,7154,113,2019-06-21T13:25:02.823
1705986,1,7154,263,2019-06-21T13:25:02.823
1705987,1,7154,225,2019-06-21T13:25:02.823
1705988,1,7154,207,2019-06-21T13:25:02.823
1705989,1,7154,88,2019-06-21T13:25:02.823
1705990,1,7154,286,2019-06-21T13:25:02.823
1705991,1,7154,200,2019-06-21T13:25:02.823
1705992,1,7154,189,2019-06-21T13:25:02.823
1705993,1,7154,127,2019-06-21T13:25:02.823
1705994,1,7154,44,2019-06-21T13:25:02.823
1705995,1,7154,213,2019-06-21T13:25:02.823
1705996,1,7154,160,2019-06-21T13:25:02.823
1705997,1,7154,102,2019-06-21T13:25:02.823
1705998,1,7154,208,2019-06-21T13:25:02.823
1705999,1,7154,78,2019-06-21T13:25:02.823
1706000,1,7154,266,2019-06-21T13:25:02.823
1706001,1,7154,181,2019-06-21T13:25:02.823
1706002,1,7154,110,2019-06-21T13:25:02.823
1706003,1,7154,168,2019-06-21T13:25:02.823
1706004,1,7154,100,2019-06-21T13:25:02.823
1706005,1,7154,59,2019-06-21T13:25:02.823
1706006,1,7154,219,2019-06-21T13:25:02.823
1706007,1,7154,84,2019-06-21T13:25:02.823
1706008,1,7154,112,2019-06-21T13:25:02.823
1706009,1,7154,172,2019-06-21T13:25:02.823
1706010,1,7154,69,2019-06-21T13:25:02.823
1706011,1,7154,191,2019-06-21T13:25:02.823
1706012,1,7154,12,2019-06-21T13:25:02.823
1706013,1,7154,192,2019-06-21T13:25:02.823
1706014,1,7154,141,2019-06-21T13:25:02.823
1706015,1,7154,366,2019-06-21T13:25:02.823
1706016,1,7154,214,2019-06-21T13:25:02.823
1706017,1,7154,167,2019-06-21T13:25:02.823
1706018,1,7154,15793,2019-06-21T13:25:02.823
1706019,1,7154,15782,2019-06-21T13:25:02.823
1706020,1,7154,15774,2019-06-21T13:25:02.823
1706021,1,7154,15800,2019-06-21T13:25:02.823
1706022,1,7154,15787,2019-06-21T13:25:02.823
1706023,1,7154,15775,2019-06-21T13:25:02.823
1706024,1,7154,15790,2019-06-21T13:25:02.823
1706025,1,7154,15757,2019-06-21T13:25:02.823
1706026,1,7154,655,2019-06-21T13:25:02.823
1706027,1,7154,15762,2019-06-21T13:25:02.823
1706028,1,7154,15788,2019-06-21T13:25:02.823
1706029,1,7154,15792,2019-06-21T13:25:02.823
1706030,1,7154,15785,2019-06-21T13:25:02.823
1706031,1,7154,176,2019-06-21T13:25:02.823
1706032,1,7154,15770,2019-06-21T13:25:02.823
1706033,1,7154,15776,2019-06-21T13:25:02.823
1706034,1,7154,15794,2019-06-21T13:25:02.823
1706035,1,7154,15760,2019-06-21T13:25:02.823
1706036,1,7154,16180,2019-06-21T13:25:02.823
